byteRamAddr[0],byteRamAddr[1],byteRamAddr[2],byteRamAddr[3],byteRamAddr[4],byteRamAddr[5],byteRamAddr[6],byteRamIn[0],byteRamIn[1],byteRamIn[2],byteRamIn[3],byteRamIn[4],byteRamIn[5],byteRamIn[6],byteRamIn[7],byteRamEn,clk,byteRamRw,byteRamOut[0],byteRamOut[1],byteRamOut[2],byteRamOut[3],byteRamOut[4],byteRamOut[5],byteRamOut[6],byteRamOut[7],reset,[1]byteRamAddr[0],[1]byteRamAddr[1],[1]byteRamAddr[2],[1]byteRamAddr[3],[1]byteRamAddr[4],[1]byteRamAddr[5],[1]byteRamAddr[6],[1]byteRamIn[0],[1]byteRamIn[1],[1]byteRamIn[2],[1]byteRamIn[3],[1]byteRamIn[4],[1]byteRamIn[5],[1]byteRamIn[6],[1]byteRamIn[7],[1]byteRamEn,[1]clk,[1]byteRamRw,[1]byteRamOut[0],[1]byteRamOut[1],[1]byteRamOut[2],[1]byteRamOut[3],[1]byteRamOut[4],[1]byteRamOut[5],[1]byteRamOut[6],[1]byteRamOut[7],[1]reset
0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,3,1,1,1,1,1,2,2,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,3,1,1,1,1,1,2,2,0
0,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,3,1,1,1,1,1,2,2,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,3,1,1,1,1,1,2,2,0
1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,2,1,1,1,1,1,2,2,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,3,1,1,1,1,1,2,2,0
0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,2,1,1,1,1,1,2,2,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,2,1,1,1,1,1,2,2,0
1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,2,1,1,1,1,1,2,2,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,2,1,1,1,1,1,2,2,0
1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,2,1,1,1,1,1,2,2,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,2,1,1,1,1,1,2,2,0
1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,3,1,1,1,1,1,2,2,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,2,1,1,1,1,1,2,2,0
0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,3,1,1,1,1,1,2,2,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,3,1,1,1,1,1,2,2,0
0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,3,1,1,1,1,1,2,2,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,3,1,1,1,1,1,2,2,0
1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,3,1,1,1,1,1,2,2,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,3,1,1,1,1,1,2,2,0
0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,3,1,1,1,1,1,2,2,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,3,1,1,1,1,1,2,2,0
1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,3,1,1,1,1,1,2,2,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,3,1,1,1,1,1,2,2,0
1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,2,1,1,1,1,1,2,2,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,3,1,1,1,1,1,2,2,0
1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,3,1,1,1,1,1,2,2,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,2,1,1,1,1,1,2,2,0
0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,3,1,1,1,1,1,2,2,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,3,1,1,1,1,1,2,2,0
1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,3,1,1,1,1,1,2,2,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,3,1,1,1,1,1,2,2,0
0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,3,1,1,1,1,1,2,2,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,3,1,1,1,1,1,2,2,0
1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,3,1,1,1,1,1,2,2,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,3,1,1,1,1,1,2,2,0
0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,2,1,1,1,1,1,2,2,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,3,1,1,1,1,1,2,2,0
1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,2,1,1,1,1,1,2,2,0
0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,2,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0
0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,2,0,1,1,0,1,1,1,0
0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,3,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,3,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,3,1,0,0,1,0,0,1,0
0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,3,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,3,1,0,0,1,0,0,1,0
0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,3,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,3,1,0,0,1,0,0,1,0
1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,3,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,3,1,0,0,1,0,0,1,0
0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,3,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,3,1,0,0,1,0,0,1,0
0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,2,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,3,1,0,0,1,0,0,1,0
1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,3,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,2,1,0,0,1,0,0,1,0
1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,3,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,3,1,0,0,1,0,0,1,0
0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,3,1,0,0,1,0,0,1,0
0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,2,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0
0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,2,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,2,0,1,1,0,1,1,1,0
0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,2,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,2,0,1,1,0,1,1,1,0
0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,2,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,2,0,1,1,0,1,1,1,0
1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,2,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,2,0,1,1,0,1,1,1,0
1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,2,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,2,0,1,1,0,1,1,1,0
1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,3,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,2,0,1,1,0,1,1,1,0
1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,3,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,3,0,1,1,0,1,1,1,0
1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,2,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,3,0,1,1,0,1,1,1,0
1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,2,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,2,0,1,1,0,1,1,1,0
1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,2,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,2,0,1,1,0,1,1,1,0
0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,3,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,2,0,1,1,0,1,1,1,0
0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,3,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,3,0,1,1,0,1,1,1,0
1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,3,0,1,1,0,1,1,1,0
0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0
