DEFAULT_CLOCK,ena,clk,sel,rst_n,nC[0],nC[1],nC[2],nC[3],nC[4],nC[5],start,TotalCoeff[0],TotalCoeff[1],TotalCoeff[2],TotalCoeff[3],TotalCoeff[4],TotalCoeff_2[0],TotalCoeff_2[1],TotalCoeff_2[2],TotalCoeff_2[3],TotalCoeff_2[4],TotalCoeff_1[0],TotalCoeff_1[1],TotalCoeff_1[2],TotalCoeff_1[3],TotalCoeff_1[4],TotalCoeff_4[0],TotalCoeff_4[1],TotalCoeff_4[2],TotalCoeff_4[3],TotalCoeff_4[4],TotalCoeff_3[0],TotalCoeff_3[1],TotalCoeff_3[2],TotalCoeff_3[3],TotalCoeff_3[4],TotalCoeff_comb[0],TotalCoeff_comb[1],TotalCoeff_comb[2],TotalCoeff_comb[3],TotalCoeff_comb[4],TotalCoeff_5[0],TotalCoeff_5[1],TotalCoeff_5[2],TotalCoeff_5[3],TotalCoeff_5[4],TrailingOnes_1[0],TrailingOnes_1[1],TrailingOnes[0],TrailingOnes[1],TrailingOnes_3[0],TrailingOnes_3[1],TrailingOnes_2[0],TrailingOnes_2[1],TrailingOnes_5[0],TrailingOnes_5[1],TrailingOnes_4[0],TrailingOnes_4[1],len_1[0],len_1[1],len_1[2],len_1[3],len_1[4],TrailingOnes_comb[0],TrailingOnes_comb[1],len_3[0],len_3[1],len_3[2],len_3[3],len_3[4],len_2[0],len_2[1],len_2[2],len_2[3],len_2[4],len_5[0],len_5[1],len_5[2],len_5[3],len_5[4],len_4[0],len_4[1],len_4[2],len_4[3],len_4[4],len_comb[0],len_comb[1],len_comb[2],len_comb[3],len_comb[4]
0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,1,0,0,0,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,1,1,2
0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,1,0,0,0,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,1,1,2
0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,1,0,0,0,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,1,1,2
0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,1,0,0,0,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,1,1,2
0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,1,0,0,0,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,1,1,2
0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,1,0,0,0,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,1,1,2
0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,1,0,0,0,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,1,1,2
0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,1,0,0,0,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,1,1,2
0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,0,0,0,0,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,0,1,2
0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,1,0,0,0,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,1,1,2
0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,1,0,0,0,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,1,1,2
0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,1,0,0,0,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,1,1,2
0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,1,0,0,0,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,1,1,2
0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,1,0,0,0,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,1,1,2
0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,1,0,0,0,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,1,1,2
0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,1,0,0,0,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,1,1,2
0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,1,0,0,0,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,1,1,2
0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,0,0,0,0,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,0,1,2
0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,1,0,1,1,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,1,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,1,1,1,1,2
0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,1,0,1,1,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,1,1,2
0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,1,0,1,1,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,1,1,2
0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,1,0,1,1,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,1,1,2
0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,1,0,1,1,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,1,1,2
0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,0,0,0,0,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,0,1,2
0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,1,0,0,0,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,1,1,2
0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,1,0,1,1,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,1,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,1,1,1,1,2
0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,1,0,1,1,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,1,1,2
0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,1,0,1,1,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,1,1,2
0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,1,0,1,1,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,1,1,2
0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,1,0,1,1,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,1,1,2
0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,1,0,1,1,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,1,1,2
0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,0,0,0,0,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,0,1,2
0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,1,0,0,0,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,1,1,2
0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,1,0,0,0,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,1,1,2
0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,1,1,1,1,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,1,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,1,0,1,1,2
0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,1,1,1,1,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,1,1,2
0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,1,1,1,1,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,1,1,2
0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,1,0,1,1,1,1,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,1,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,1,1,1,1,2
0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,1,0,1,1,1,1,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,1,1,2
0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,1,0,1,1,1,1,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,1,1,2
0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,1,0,1,1,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,1,1,2
0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,1,0,1,1,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,1,1,2
0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,0,0,0,0,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,0,1,2
0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,1,0,0,0,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,1,1,2
0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,0,0,0,0,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,0,1,2
0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,0,0,0,0,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,0,1,2
0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,1,0,0,0,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,1,1,2
0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,1,0,0,0,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,1,1,2
0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,1,0,0,0,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,1,1,2
0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,0,0,0,0,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,0,1,2
0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,1,0,0,0,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,1,1,2
0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,0,0,0,0,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,0,1,2
0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,1,0,0,0,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,1,1,2
0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,1,0,0,0,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,1,1,2
0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,1,0,0,0,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,1,1,2
0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,1,0,0,0,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,1,1,2
0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,2,0,0,0,0,1,1,0,0,0,1,0,0,1,2,2,1,2,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,0,1,0,1,0,1,2,1,0,1,1,2,1,1,1,2,2,0,1,1,2,2,0,1,1,1,2
