clk,crc16_err,crc16_clr,crc5_out2[0],crc5_out2[1],crc5_out2[2],crc5_out2[3],crc5_out2[4],crc5_err,pid_TOKEN,pid_DATA,rst,pid_ld_en,rx_data[0],rx_data[1],rx_data[2],rx_data[3],rx_data[4],rx_data[5],rx_data[6],rx_data[7],rx_active,rx_data_st[0],rx_data_st[1],rx_data_st[2],rx_data_st[3],rx_data_st[4],rx_data_st[5],rx_data_st[6],rx_data_st[7],rx_data_done,rx_err,rx_data_valid,token_valid,rx_valid,token_endp[0],token_endp[1],token_endp[2],token_endp[3],token_fadr[0],token_fadr[1],token_fadr[2],token_fadr[3],token_fadr[4],token_fadr[5],token_fadr[6],pid_cks_err,token_crc5[0],token_crc5[1],token_crc5[2],token_crc5[3],token_crc5[4],pid_SPLIT,pid_STALL,pid_SETUP,pid_SOF,pid_PRE,pid_RES,pid_OUT,pid_PING,pid_NACK,pid_NYET,pid_IN,pid_MDATA,pid_DATA2,pid_ERR,pid_DATA0,pid_DATA1,frame_no[0],frame_no[1],frame_no[2],frame_no[3],frame_no[4],frame_no[5],frame_no[6],frame_no[7],frame_no[8],frame_no[9],frame_no[10],pid_ACK,crc16_out[0],crc16_out[1],crc16_out[2],crc16_out[3],crc16_out[4],crc16_out[5],crc16_out[6],crc16_out[7],crc16_out[8],crc16_out[9],crc16_out[10],crc16_out[11],crc16_out[12],crc16_out[13],crc16_out[14],crc16_out[15],crc5_out[0],crc5_out[1],crc5_out[2],crc5_out[3],crc5_out[4],d0[0],d0[1],d0[2],d0[3],d0[4],d0[5],d0[6],d0[7],crc16_sum[0],crc16_sum[1],crc16_sum[2],crc16_sum[3],crc16_sum[4],crc16_sum[5],crc16_sum[6],crc16_sum[7],crc16_sum[8],crc16_sum[9],crc16_sum[10],crc16_sum[11],crc16_sum[12],crc16_sum[13],crc16_sum[14],crc16_sum[15],d2[0],d2[1],d2[2],d2[3],d2[4],d2[5],d2[6],d2[7],d1[0],d1[1],d1[2],d1[3],d1[4],d1[5],d1[6],d1[7],data_valid0,data_done,got_pid_ack,data_valid_d,pid[0],pid[1],pid[2],pid[3],pid[4],pid[5],pid[6],pid[7],next_state[0],next_state[1],next_state[2],next_state[3],rx_active_r,pid_le_sm,rxv2,rxv1,state[0],state[1],state[2],state[3],seq_err,token1[0],token1[1],token1[2],token1[3],token1[4],token1[5],token1[6],token1[7],token0[0],token0[1],token0[2],token0[3],token0[4],token0[5],token0[6],token0[7],token_le_2,token_le_1,token_valid_r1,[1]clk,[1]crc16_err,[1]crc16_clr,[1]crc5_out2[0],[1]crc5_out2[1],[1]crc5_out2[2],[1]crc5_out2[3],[1]crc5_out2[4],[1]crc5_err,[1]pid_TOKEN,[1]pid_DATA,[1]rst,[1]pid_ld_en,[1]rx_data[0],[1]rx_data[1],[1]rx_data[2],[1]rx_data[3],[1]rx_data[4],[1]rx_data[5],[1]rx_data[6],[1]rx_data[7],[1]rx_active,[1]rx_data_st[0],[1]rx_data_st[1],[1]rx_data_st[2],[1]rx_data_st[3],[1]rx_data_st[4],[1]rx_data_st[5],[1]rx_data_st[6],[1]rx_data_st[7],[1]rx_data_done,[1]rx_err,[1]rx_data_valid,[1]token_valid,[1]rx_valid,[1]token_endp[0],[1]token_endp[1],[1]token_endp[2],[1]token_endp[3],[1]token_fadr[0],[1]token_fadr[1],[1]token_fadr[2],[1]token_fadr[3],[1]token_fadr[4],[1]token_fadr[5],[1]token_fadr[6],[1]pid_cks_err,[1]token_crc5[0],[1]token_crc5[1],[1]token_crc5[2],[1]token_crc5[3],[1]token_crc5[4],[1]pid_SPLIT,[1]pid_STALL,[1]pid_SETUP,[1]pid_SOF,[1]pid_PRE,[1]pid_RES,[1]pid_OUT,[1]pid_PING,[1]pid_NACK,[1]pid_NYET,[1]pid_IN,[1]pid_MDATA,[1]pid_DATA2,[1]pid_ERR,[1]pid_DATA0,[1]pid_DATA1,[1]frame_no[0],[1]frame_no[1],[1]frame_no[2],[1]frame_no[3],[1]frame_no[4],[1]frame_no[5],[1]frame_no[6],[1]frame_no[7],[1]frame_no[8],[1]frame_no[9],[1]frame_no[10],[1]pid_ACK,[1]crc16_out[0],[1]crc16_out[1],[1]crc16_out[2],[1]crc16_out[3],[1]crc16_out[4],[1]crc16_out[5],[1]crc16_out[6],[1]crc16_out[7],[1]crc16_out[8],[1]crc16_out[9],[1]crc16_out[10],[1]crc16_out[11],[1]crc16_out[12],[1]crc16_out[13],[1]crc16_out[14],[1]crc16_out[15],[1]crc5_out[0],[1]crc5_out[1],[1]crc5_out[2],[1]crc5_out[3],[1]crc5_out[4],[1]d0[0],[1]d0[1],[1]d0[2],[1]d0[3],[1]d0[4],[1]d0[5],[1]d0[6],[1]d0[7],[1]crc16_sum[0],[1]crc16_sum[1],[1]crc16_sum[2],[1]crc16_sum[3],[1]crc16_sum[4],[1]crc16_sum[5],[1]crc16_sum[6],[1]crc16_sum[7],[1]crc16_sum[8],[1]crc16_sum[9],[1]crc16_sum[10],[1]crc16_sum[11],[1]crc16_sum[12],[1]crc16_sum[13],[1]crc16_sum[14],[1]crc16_sum[15],[1]d2[0],[1]d2[1],[1]d2[2],[1]d2[3],[1]d2[4],[1]d2[5],[1]d2[6],[1]d2[7],[1]d1[0],[1]d1[1],[1]d1[2],[1]d1[3],[1]d1[4],[1]d1[5],[1]d1[6],[1]d1[7],[1]data_valid0,[1]data_done,[1]got_pid_ack,[1]data_valid_d,[1]pid[0],[1]pid[1],[1]pid[2],[1]pid[3],[1]pid[4],[1]pid[5],[1]pid[6],[1]pid[7],[1]next_state[0],[1]next_state[1],[1]next_state[2],[1]next_state[3],[1]rx_active_r,[1]pid_le_sm,[1]rxv2,[1]rxv1,[1]state[0],[1]state[1],[1]state[2],[1]state[3],[1]seq_err,[1]token1[0],[1]token1[1],[1]token1[2],[1]token1[3],[1]token1[4],[1]token1[5],[1]token1[6],[1]token1[7],[1]token0[0],[1]token0[1],[1]token0[2],[1]token0[3],[1]token0[4],[1]token0[5],[1]token0[6],[1]token0[7],[1]token_le_2,[1]token_le_1,[1]token_valid_r1
0,0,0,2,2,2,2,2,0,0,0,0,0,1,0,1,1,1,1,0,1,0,2,2,2,2,2,2,2,2,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,0,0,1,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,0,1,0,0,1,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
0,0,0,2,2,2,2,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,2,2,2,2,2,2,2,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,0,1,0,0,1,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,1,0,1,1,1,1,0,1,0,2,2,2,2,2,2,2,2,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,0,0,1,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
0,0,1,2,2,2,2,2,0,0,0,0,0,1,1,0,1,1,1,0,1,1,2,2,2,2,2,2,2,2,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,0,1,0,0,1,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,2,2,2,2,2,2,2,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,0,1,0,0,1,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
0,0,0,2,2,2,2,2,0,0,0,0,0,1,0,1,0,1,0,1,1,0,2,2,2,2,2,2,2,2,0,1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,0,0,1,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,2,2,2,2,2,0,0,0,0,0,1,1,0,1,1,1,0,1,1,2,2,2,2,2,2,2,2,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,0,1,0,0,1,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
0,0,1,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,0,1,0,0,1,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,1,0,1,0,1,0,1,1,0,2,2,2,2,2,2,2,2,0,1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,0,0,1,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
0,0,0,2,2,2,2,2,0,0,0,0,1,0,1,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,0,1,2,2,1,1,0,0,1,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,0,1,0,0,1,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
0,0,0,2,2,2,2,2,0,0,0,0,1,0,0,0,1,0,1,1,1,1,2,2,2,2,2,2,2,2,0,1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,0,1,2,2,1,1,0,0,1,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,1,0,1,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,0,1,2,2,1,1,0,0,1,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
0,0,0,2,2,2,2,2,0,0,0,0,0,0,1,1,1,0,1,0,1,1,2,2,2,2,2,2,2,2,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,0,0,1,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,1,0,0,0,1,0,1,1,1,1,2,2,2,2,2,2,2,2,0,1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,0,1,2,2,1,1,0,0,1,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
0,0,0,2,2,2,2,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,0,0,1,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,1,1,1,0,1,0,1,1,2,2,2,2,2,2,2,2,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,0,0,1,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
0,0,0,2,2,2,2,2,0,0,0,0,0,0,1,1,1,1,1,0,1,0,2,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,0,1,0,0,1,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,0,0,1,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
0,0,1,2,2,2,2,2,0,0,0,0,1,0,1,1,1,0,1,1,1,1,2,2,2,2,2,2,2,2,0,1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,0,1,2,2,0,1,0,0,1,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,1,1,1,1,1,0,1,0,2,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,0,1,0,0,1,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
0,0,0,2,2,2,2,2,0,0,0,0,0,1,1,0,1,0,0,0,1,1,2,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,0,0,1,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,2,2,2,2,2,0,0,0,0,1,0,1,1,1,0,1,1,1,1,2,2,2,2,2,2,2,2,0,1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,0,1,2,2,0,1,0,0,1,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
0,0,0,2,2,2,2,2,0,0,0,0,1,1,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,0,1,2,2,1,1,0,0,1,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,1,1,0,1,0,0,0,1,1,2,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,0,0,1,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
0,0,0,2,2,2,2,2,0,0,0,0,0,1,0,1,1,0,0,1,1,1,2,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,0,0,1,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,1,1,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,0,1,2,2,1,1,0,0,1,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
